<NB_CUSTOMERS>15</NB_CUSTOMERS>
<NB_LOCATIONS>52</NB_LOCATIONS>
<NB_VEHICLES>4</NB_VEHICLES>
<VEHICLE_CAPACITY>750</VEHICLE_CAPACITY>
<EXTERNAL_VEHICLE_COST>4500</EXTERNAL_VEHICLE_COST>
<DEPOT>	ID	DEMAND	NBLOC	LOCS
0	0	1		0
</DEPOT>
<CUSTOMERS>	ID	DEMAND	NBLOC	LOCS
1	61	3			1	2	3
2	64	1			4
3	30	5			5	6	7	8	9
4	51	4			10	11	12	13
5	45	6			14	15	16	17	18	19
6	43	1			20
7	32	1			21
8	52	4			22	23	24	25
9	34	3			26	27	28
10	38	6			29	30	31	32	33	34
11	30	6			35	36	37	38	39	40
12	42	3			41	42	43
13	60	1			44
14	79	3			45	46	47
15	52	4			48	49	50	51
</CUSTOMERS>
<LOCATIONS>	ID	x	y	TWE	TWL
0	0	0	0	720
1	50.348	3.89361	0	81
2	49.1907	6.02632	86	119
3	50.348	3.89361	124	720
4	146.171	80.7565	0	720
5	-3.90582	71.3312	0	5
6	-71.1319	32.9788	160	168
7	-61.4387	18.4426	203	217
8	32.3433	-7.08581	411	526
9	-3.90582	71.3312	699	720
10	-107.813	-41.1226	0	72
11	-74.6351	-54.4332	143	259
12	-33.7221	23.405	435	502
13	-107.813	-41.1226	699	720
14	49.5341	-29.229	0	119
15	76.0332	-36.4703	174	178
16	55.8696	-4.68517	253	259
17	44.442	-23.9194	304	355
18	89.5495	-70.3229	484	491
19	49.5341	-29.229	606	720
20	-147.391	64.7044	0	720
21	68.1355	-38.7569	0	720
22	70.6122	41.432	0	122
23	-1.11728	87.2878	292	301
24	40.2815	60.0465	400	415
25	70.6122	41.432	486	720
26	1.48053	8.38373	0	114
27	-15.6864	46.397	197	369
28	1.48053	8.38373	452	720
29	-1.63339	25.4076	0	64
30	23.3119	52.2723	137	138
31	41.5762	11.6631	227	227
32	-1.71414	25.4111	318	385
33	-3.08804	24.5784	388	393
34	-1.63339	25.4076	396	720
35	20.8612	117.626	0	2
36	-15.347	160.054	114	114
37	-17.1347	127.965	178	179
38	61.1919	108.342	340	344
39	-25.3857	68.1287	535	555
40	20.8612	117.626	690	720
41	-18.2819	16.657	0	30
42	45.101	-44.7991	206	235
43	-18.2819	16.657	411	720
44	-0.864287	-7.334	0	720
45	27.5614	-38.5412	0	207
46	-35.5516	-121.624	416	447
47	27.5614	-38.5412	656	720
48	-62.6033	34.1697	0	307
49	-57.3733	23.0775	332	426
50	-63.4599	34.108	451	617
51	-62.6033	34.1697	619	720
</LOCATIONS>
<TRAVEL_COSTS_TIMES>	IDFROM	IDTO	COST	TIME
0	0	0	0
0	1	50	101
0	2	50	99
0	3	50	101
0	4	167	334
0	5	71	143
0	6	78	157
0	7	64	128
0	8	33	66
0	9	71	143
0	10	115	231
0	11	92	185
0	12	41	82
0	13	115	231
0	14	57	115
0	15	84	169
0	16	56	112
0	17	50	101
0	18	114	228
0	19	57	115
0	20	161	322
0	21	78	157
0	22	82	164
0	23	87	175
0	24	72	145
0	25	82	164
0	26	9	17
0	27	49	98
0	28	9	17
0	29	25	51
0	30	57	114
0	31	43	86
0	32	25	51
0	33	25	50
0	34	25	51
0	35	119	239
0	36	160	322
0	37	129	258
0	38	124	249
0	39	73	145
0	40	119	239
0	41	25	49
0	42	64	127
0	43	25	49
0	44	7	15
0	45	47	95
0	46	126	253
0	47	47	95
0	48	71	143
0	49	62	124
0	50	72	144
0	51	71	143
1	0	50	101
1	1	0	0
1	2	2	5
1	3	0	0
1	4	123	246
1	5	86	173
1	6	125	250
1	7	113	225
1	8	21	42
1	9	86	173
1	10	164	329
1	11	138	276
1	12	86	173
1	13	164	329
1	14	33	66
1	15	48	95
1	16	10	20
1	17	28	57
1	18	84	168
1	19	33	66
1	20	207	414
1	21	46	92
1	22	43	85
1	23	98	196
1	24	57	114
1	25	43	85
1	26	49	98
1	27	78	157
1	28	49	98
1	29	56	113
1	30	55	111
1	31	11	23
1	32	56	113
1	33	57	115
1	34	56	113
1	35	117	235
1	36	169	339
1	37	141	282
1	38	105	210
1	39	99	198
1	40	117	235
1	41	70	140
1	42	49	98
1	43	70	140
1	44	52	105
1	45	48	96
1	46	152	304
1	47	48	96
1	48	117	234
1	49	109	219
1	50	118	236
1	51	117	234
2	0	50	99
2	1	2	5
2	2	0	0
2	3	2	5
2	4	122	245
2	5	84	168
2	6	123	246
2	7	111	223
2	8	21	43
2	9	84	168
2	10	164	328
2	11	138	276
2	12	85	169
2	13	164	328
2	14	35	71
2	15	50	100
2	16	12	25
2	17	30	61
2	18	86	173
2	19	35	71
2	20	205	410
2	21	48	97
2	22	41	83
2	23	96	191
2	24	55	109
2	25	41	83
2	26	48	96
2	27	76	153
2	28	48	96
2	29	54	109
2	30	53	106
2	31	9	19
2	32	54	109
2	33	55	111
2	34	54	109
2	35	115	230
2	36	167	334
2	37	139	278
2	38	103	206
2	39	97	194
2	40	115	230
2	41	68	137
2	42	51	102
2	43	68	137
2	44	52	104
2	45	50	99
2	46	153	306
2	47	50	99
2	48	115	231
2	49	108	216
2	50	116	232
2	51	115	231
3	0	50	101
3	1	0	0
3	2	2	5
3	3	0	0
3	4	123	246
3	5	86	173
3	6	125	250
3	7	113	225
3	8	21	42
3	9	86	173
3	10	164	329
3	11	138	276
3	12	86	173
3	13	164	329
3	14	33	66
3	15	48	95
3	16	10	20
3	17	28	57
3	18	84	168
3	19	33	66
3	20	207	414
3	21	46	92
3	22	43	85
3	23	98	196
3	24	57	114
3	25	43	85
3	26	49	98
3	27	78	157
3	28	49	98
3	29	56	113
3	30	55	111
3	31	11	23
3	32	56	113
3	33	57	115
3	34	56	113
3	35	117	235
3	36	169	339
3	37	141	282
3	38	105	210
3	39	99	198
3	40	117	235
3	41	70	140
3	42	49	98
3	43	70	140
3	44	52	105
3	45	48	96
3	46	152	304
3	47	48	96
3	48	117	234
3	49	109	219
3	50	118	236
3	51	117	234
4	0	167	334
