<NB_CUSTOMERS>15</NB_CUSTOMERS>
<NB_LOCATIONS>50</NB_LOCATIONS>
<NB_VEHICLES>5</NB_VEHICLES>
<VEHICLE_CAPACITY>750</VEHICLE_CAPACITY>
<EXTERNAL_VEHICLE_COST>5600</EXTERNAL_VEHICLE_COST>
<DEPOT>	ID	DEMAND	NBLOC	LOCS
0	0	1		0
</DEPOT>
<CUSTOMERS>	ID	DEMAND	NBLOC	LOCS
1	38	1			1
2	42	5			2	3	4	5	6
3	58	4			7	8	9	10
4	34	3			11	12	13
5	49	4			14	15	16	17
6	55	5			18	19	20	21	22
7	35	1			23
8	48	1			24
9	39	6			25	26	27	28	29	30
10	61	3			31	32	33
11	59	5			34	35	36	37	38
12	44	5			39	40	41	42	43
13	56	1			44
14	71	4			45	46	47	48
15	22	1			49
</CUSTOMERS>
<LOCATIONS>	ID	x	y	TWE	TWL
0	0	0	0	720
1	-2.29559	9.34493	0	720
2	37.9604	10.5275	0	65
3	104.88	40.7964	212	213
4	34.8755	49.3934	354	370
5	72.2731	-22.126	531	542
6	37.9604	10.5275	637	720
7	-22.6502	5.66421	0	87
8	3.94598	5.98397	140	236
9	-25.9143	11.4932	297	325
10	-22.6502	5.66421	338	720
11	1.51872	-2.65734	0	2
12	161.222	-45.0938	332	334
13	1.51872	-2.65734	664	720
14	-66.625	8.33164	0	20
15	3.9061	102.692	256	310
16	-74.8068	78.1163	475	480
17	-66.625	8.33164	621	720
18	-124.656	98.8965	0	27
19	-167.295	130.998	133	150
20	-141.793	12.9983	391	440
21	-125.428	99.743	617	670
22	-124.656	98.8965	672	720
23	-23.472	100.932	0	720
24	-36.0312	17.6883	0	720
25	81.448	-72.9836	0	35
26	78.4391	-79.6871	50	78
27	111.642	-74.6742	145	289
28	22.9555	-97.5733	472	479
29	83.8907	-85.0429	603	625
30	81.448	-72.9836	650	720
31	88.1201	-47.301	0	69
32	-30.3463	-20.9414	312	349
33	88.1201	-47.301	592	720
34	62.6392	24.0647	0	70
35	56.8152	21.0965	83	166
36	70.6443	107.713	341	342
37	112.382	37.2228	506	549
38	62.6392	24.0647	652	720
39	17.4271	0.532744	0	116
40	-13.2439	-5.09064	178	257
41	17.9063	0.629349	320	401
42	25.1491	4.52264	417	616
43	17.4271	0.532744	633	720
44	-51.005	-42.4374	0	720
45	-52.8884	114.944	0	64
46	-58.7261	15.85	263	279
47	-78.8224	123.039	497	612
48	-52.8884	114.944	666	720
49	-101.968	81.9997	0	720
</LOCATIONS>
<TRAVEL_COSTS_TIMES>	IDFROM	IDTO	COST	TIME
0	0	0	0
0	1	10	19
0	2	39	79
0	3	112	225
0	4	60	121
0	5	76	151
0	6	39	79
0	7	23	47
0	8	7	14
0	9	28	57
0	10	23	47
0	11	3	6
0	12	167	335
0	13	3	6
0	14	67	134
0	15	103	206
0	16	108	216
0	17	67	134
0	18	159	318
0	19	212	424
0	20	142	285
0	21	160	320
0	22	159	318
0	23	104	207
0	24	40	80
0	25	109	219
0	26	112	224
0	27	134	269
0	28	100	200
0	29	119	239
0	30	109	219
0	31	100	200
0	32	37	74
0	33	100	200
0	34	67	134
0	35	61	121
0	36	128	257
0	37	118	237
0	38	67	134
0	39	17	35
0	40	14	28
0	41	17	36
0	42	25	51
0	43	17	35
0	44	66	133
0	45	127	253
0	46	60	122
0	47	146	292
0	48	127	253
0	49	131	262
1	0	10	19
1	1	0	0
1	2	40	81
1	3	112	223
1	4	55	109
1	5	81	162
1	6	40	81
1	7	21	41
1	8	7	14
1	9	24	47
1	10	21	41
1	11	13	25
1	12	172	345
1	13	13	25
1	14	64	129
1	15	94	187
1	16	100	200
1	17	64	129
1	18	151	303
1	19	204	409
1	20	139	279
1	21	152	305
1	22	151	303
1	23	94	188
1	24	35	70
1	25	117	235
1	26	120	240
1	27	142	283
1	28	110	219
1	29	128	255
1	30	117	235
1	31	107	213
1	32	41	83
1	33	107	213
1	34	67	133
1	35	60	121
1	36	122	245
1	37	118	236
1	38	67	133
1	39	22	43
1	40	18	36
1	41	22	44
1	42	28	56
1	43	22	43
1	44	71	142
1	45	117	234
1	46	57	113
1	47	137	274
1	48	117	234
1	49	123	247
2	0	39	79
2	1	40	81
2	2	0	0
2	3	73	147
2	4	39	78
2	5	47	95
2	6	0	0
2	7	61	122
2	8	34	69
2	9	64	128
2	10	61	122
2	11	38	77
2	12	135	270
2	13	38	77
2	14	104	209
2	15	98	197
2	16	131	263
2	17	104	209
2	18	185	370
2	19	238	476
2	20	179	360
2	21	186	372
2	22	185	370
2	23	109	219
2	24	74	149
2	25	94	188
2	26	99	198
2	27	113	225
2	28	109	218
2	29	106	212
2	30	94	188
2	31	77	153
2	32	74	150
2	33	77	153
2	34	28	56
2	35	22	43
2	36	103	205
2	37	79	158
2	38	28	56
2	39	22	45
2	40	53	107
2	41	22	44
2	42	14	28
2	43	22	45
2	44	103	207
2	45	138	277
2	46	97	194
2	47	162	324
2	48	138	277
2	49	157	314
3	0	112	225
3	1	112	223
3	2	73	147
3	3	0	0
3	4	71	141
3	5	71	142
3	6	73	147
3	7	132	264
3	8	106	214
3	9	134	268
3	10	132	264
3	11	111	224
3	12	103	205
3	13	111	224
3	14	175	349
3	15	118	237
3	16	184	367
3	17	175	349
3	18	237	474
3	19	287	573
3	20	248	496
3	21	238	475
3	22	237	474
3	23	142	283
3	24	143	286
3	25	116	232
3	26	123	247
3	27	116	231
3	28	161	322
3	29	128	255
3	30	116	232
3	31	90	179
3	32	147	297
3	33	90	179
3	34	45	91
3	35	52	104
3	36	75	150
3	37	8	17
3	38	45	91
3	39	95	192
3	40	126	253
3	41	95	191
3	42	87	175
3	43	95	192
3	44	176	353
3	45	174	348
3	46	165	331
3	47	201	402
3	48	174	348
3	49	211	422
4	0	60	121
4	1	55	109
4	2	39	78
4	3	71	141
4	4	0	0
4	5	81	161
4	6	39	78
4	7	72	145
4	8	53	107
4	9	72	143
4	10	72	145
4	11	62	124
4	12	158	316
4	13	62	124
4	14	109	219
4	15	62	123
4	16	113	227
4	17	109	219
4	18	167	334
4	19	218	436
4	20	180	361
4	21	168	336
4	22	167	334
4	23	78	156
4	24	78	155
4	25	131	262
4	26	136	272
4	27	146	292
4	28	147	295
4	29	143	286
4	30	131	262
4	31	110	220
4	32	96	192
4	33	110	220
4	34	38	75
4	35	36	72
4	36	68	137
4	37	78	157
4	38	38	75
4	39	52	104
4	40	73	145
4	41	52	103
4	42	46	92
4	43	52	104
4	44	126	251
4	45	110	219
4	46	99	199
4	47	135	271
4	48	110	219
4	49	140	281
5	0	76	151
5	1	81	162
5	2	47	95
5	3	71	142
5	4	81	161
5	5	0	0
5	6	47	95
5	7	99	198
5	8	74	148
5	9	104	208
5	10	99	198
5	11	73	147
5	12	92	184
5	13	73	147
5	14	142	284
5	15	142	284
5	16	178	356
5	17	142	284
5	18	231	462
5	19	284	568
5	20	217	434
5	21	232	464
5	22	231	462
5	23	156	312
5	24	115	231
5	25	52	103
5	26	58	116
5	27	66	131
5	28	90	180
5	29	64	128
5	30	52	103
5	31	30	59
5	32	103	205
5	33	30	59
5	34	47	94
5	35	46	92
5	36	130	260
5	37	72	143
5	38	47	94
5	39	59	119
5	40	87	174
5	41	59	118
5	42	54	108
5	43	59	119
5	44	125	250
5	45	185	371
5	46	136	273
5	47	209	419
5	48	185	371
5	49	203	406
6	0	39	79
6	1	40	81
6	2	0	0
6	3	73	147
6	4	39	78
6	5	47	95
6	6	0	0
6	7	61	122
6	8	34	69
6	9	64	128
6	10	61	122
6	11	38	77
6	12	135	270
6	13	38	77
6	14	104	209
6	15	98	197
6	16	131	263
6	17	104	209
6	18	185	370
6	19	238	476
6	20	179	360
6	21	186	372
6	22	185	370
6	23	109	219
6	24	74	149
6	25	94	188
6	26	99	198
6	27	113	225
6	28	109	218
6	29	106	212
6	30	94	188
6	31	77	153
6	32	74	150
6	33	77	153
6	34	28	56
6	35	22	43
6	36	103	205
6	37	79	158
6	38	28	56
6	39	22	45
6	40	53	107
6	41	22	44
6	42	14	28
6	43	22	45
6	44	103	207
6	45	138	277
6	46	97	194
6	47	162	324
6	48	138	277
6	49	157	314
7	0	23	47
7	1	21	41
7	2	61	122
7	3	132	264
7	4	72	145
7	5	99	198
7	6	61	122
7	7	0	0
7	8	27	53
7	9	7	13
7	10	0	0
7	11	26	51
7	12	190	381
7	13	26	51
7	14	44	88
7	15	101	201
7	16	89	178
